datetime,from,to,distance_m,duration_s
2024-01-17 20:00:02.845927,Krumpaul,Krankenhaus,1539,147
2024-01-17 20:00:02.303561,Krankenhaus,Höhle,1902,176
2024-01-17 20:00:02.303561,Krankenhaus,Krumpaul,1560,145
2024-01-17 20:00:01.563319,Höhle,Krankenhaus,1905,183
2024-01-17 20:00:01.563319,Höhle,Krumpaul,2154,181
2024-01-17 19:50:01.883774,Krumpaul,Höhle,2174,184
2024-01-17 19:50:01.883774,Krumpaul,Krankenhaus,1539,147
2024-01-17 19:50:01.374742,Krankenhaus,Höhle,1902,176
2024-01-17 19:50:01.374742,Krankenhaus,Krumpaul,1560,145
2024-01-17 19:50:00.767721,Höhle,Krankenhaus,1905,183
2024-01-17 19:50:00.767721,Höhle,Krumpaul,2154,181
2024-01-17 19:40:02.604232,Krumpaul,Höhle,2174,184
2024-01-17 19:40:02.604232,Krumpaul,Krankenhaus,1539,147
2024-01-17 19:40:02.126185,Krankenhaus,Höhle,1902,176
2024-01-17 19:40:02.126185,Krankenhaus,Krumpaul,1560,145
2024-01-17 19:40:01.413148,Höhle,Krankenhaus,1905,183
2024-01-17 19:40:01.413148,Höhle,Krumpaul,2154,181
2024-01-17 19:30:02.719107,Krumpaul,Höhle,2174,184
2024-01-17 19:30:02.719107,Krumpaul,Krankenhaus,1539,147
2024-01-17 19:30:02.206119,Krankenhaus,Höhle,1902,176
2024-01-17 19:30:02.206119,Krankenhaus,Krumpaul,1560,145
2024-01-17 19:30:01.53722,Höhle,Krankenhaus,1905,183
2024-01-17 19:30:01.53722,Höhle,Krumpaul,2154,181
2024-01-17 19:20:02.948292,Krumpaul,Höhle,2174,184
2024-01-17 19:20:02.948292,Krumpaul,Krankenhaus,1539,147
2024-01-17 19:20:02.431259,Krankenhaus,Höhle,1902,176
2024-01-17 19:20:02.431259,Krankenhaus,Krumpaul,1560,145
2024-01-17 19:20:01.731257,Höhle,Krankenhaus,1905,183
2024-01-17 19:20:01.731257,Höhle,Krumpaul,2154,181
2024-01-17 19:10:02.888524,Krumpaul,Höhle,2174,184
2024-01-17 19:10:02.888524,Krumpaul,Krankenhaus,1539,147
2024-01-17 19:10:02.364134,Krankenhaus,Höhle,1902,176
2024-01-17 19:10:02.364134,Krankenhaus,Krumpaul,1560,145
2024-01-17 19:10:01.680422,Höhle,Krankenhaus,1905,183
2024-01-17 19:10:01.680422,Höhle,Krumpaul,2154,181
2024-01-17 19:00:03.337601,Krumpaul,Höhle,2174,184
2024-01-17 19:00:03.337601,Krumpaul,Krankenhaus,1539,147
2024-01-17 19:00:02.770166,Krankenhaus,Höhle,1902,176
2024-01-17 19:00:02.770166,Krankenhaus,Krumpaul,1560,145
2024-01-17 19:00:01.974349,Höhle,Krankenhaus,1905,183
2024-01-17 19:00:01.974349,Höhle,Krumpaul,2154,181
2024-01-17 18:50:02.874339,Krumpaul,Höhle,2174,184
2024-01-17 18:50:02.874339,Krumpaul,Krankenhaus,1539,147
2024-01-17 18:50:02.36623,Krankenhaus,Höhle,1902,176
2024-01-17 18:50:02.36623,Krankenhaus,Krumpaul,1560,145
2024-01-17 18:50:01.681664,Höhle,Krankenhaus,1905,183
2024-01-17 18:50:01.681664,Höhle,Krumpaul,2154,181
2024-01-17 18:40:03.023373,Krumpaul,Höhle,2174,184
2024-01-17 18:40:03.023373,Krumpaul,Krankenhaus,1539,147
2024-01-17 18:40:02.506694,Krankenhaus,Höhle,1902,176
2024-01-17 18:40:02.506694,Krankenhaus,Krumpaul,1560,145
2024-01-17 18:40:01.787615,Höhle,Krankenhaus,1905,183
2024-01-17 18:40:01.787615,Höhle,Krumpaul,2154,181
2024-01-17 18:30:02.815855,Krumpaul,Höhle,2174,184
2024-01-17 18:30:02.815855,Krumpaul,Krankenhaus,1539,147
2024-01-17 18:30:02.271425,Krankenhaus,Höhle,1902,176
2024-01-17 18:30:02.271425,Krankenhaus,Krumpaul,1560,145
2024-01-17 18:30:01.590569,Höhle,Krankenhaus,1905,183
2024-01-17 18:30:01.590569,Höhle,Krumpaul,2154,181
2024-01-17 18:20:02.6046,Krumpaul,Höhle,2174,184
2024-01-17 18:20:02.6046,Krumpaul,Krankenhaus,1539,147
2024-01-17 18:20:02.108269,Krankenhaus,Höhle,1902,176
2024-01-17 18:20:02.108269,Krankenhaus,Krumpaul,1560,145
2024-01-17 18:20:01.408179,Höhle,Krankenhaus,1905,183
2024-01-17 18:20:01.408179,Höhle,Krumpaul,2154,181
2024-01-17 18:10:02.339998,Krumpaul,Höhle,2174,184
2024-01-17 18:10:02.339998,Krumpaul,Krankenhaus,1539,147
2024-01-17 18:10:01.819387,Krankenhaus,Höhle,1902,176
2024-01-17 18:10:01.819387,Krankenhaus,Krumpaul,1560,145
2024-01-17 18:10:01.162299,Höhle,Krankenhaus,1905,183
2024-01-17 18:10:01.162299,Höhle,Krumpaul,2154,181
2024-01-17 18:00:02.210813,Krumpaul,Höhle,2174,184
2024-01-17 18:00:02.210813,Krumpaul,Krankenhaus,1539,147
2024-01-17 18:00:01.68642,Krankenhaus,Höhle,1902,176
2024-01-17 18:00:01.68642,Krankenhaus,Krumpaul,1560,145
2024-01-17 18:00:00.973558,Höhle,Krankenhaus,1905,183
2024-01-17 18:00:00.973558,Höhle,Krumpaul,2154,181
2024-01-17 17:50:02.929845,Krumpaul,Höhle,2174,184
2024-01-17 17:50:02.929845,Krumpaul,Krankenhaus,1539,147
2024-01-17 17:50:02.420523,Krankenhaus,Höhle,1902,176
2024-01-17 17:50:02.420523,Krankenhaus,Krumpaul,1560,145
2024-01-17 17:50:01.753237,Höhle,Krankenhaus,1905,183
2024-01-17 17:50:01.753237,Höhle,Krumpaul,2154,181
2024-01-17 17:40:02.193233,Krumpaul,Höhle,2174,184
2024-01-17 17:40:02.193233,Krumpaul,Krankenhaus,1539,147
2024-01-17 17:40:01.648142,Krankenhaus,Höhle,1902,176
2024-01-17 17:40:01.648142,Krankenhaus,Krumpaul,1560,145
2024-01-17 17:40:00.918798,Höhle,Krankenhaus,1905,183
2024-01-17 17:40:00.918798,Höhle,Krumpaul,2154,181
2024-01-17 17:30:02.732851,Krumpaul,Höhle,2174,184
2024-01-17 17:30:02.732851,Krumpaul,Krankenhaus,1539,147
2024-01-17 17:30:02.231026,Krankenhaus,Höhle,1902,176
2024-01-17 17:30:02.231026,Krankenhaus,Krumpaul,1560,145
2024-01-17 17:30:01.561323,Höhle,Krankenhaus,1905,183
2024-01-17 17:30:01.561323,Höhle,Krumpaul,2154,181
2024-01-17 17:20:02.807514,Krumpaul,Höhle,2174,184
2024-01-17 17:20:02.807514,Krumpaul,Krankenhaus,1539,147
2024-01-17 17:20:02.296168,Krankenhaus,Höhle,1902,176
2024-01-17 17:20:02.296168,Krankenhaus,Krumpaul,1560,145
2024-01-17 17:20:01.640179,Höhle,Krankenhaus,1905,183
2024-01-17 17:20:01.640179,Höhle,Krumpaul,2154,181
2024-01-17 17:10:02.552784,Krumpaul,Höhle,2174,184
2024-01-17 17:10:02.552784,Krumpaul,Krankenhaus,1539,147
2024-01-17 17:10:02.034262,Krankenhaus,Höhle,1902,176
2024-01-17 17:10:02.034262,Krankenhaus,Krumpaul,1560,145
2024-01-17 17:10:01.37174,Höhle,Krankenhaus,1905,183
2024-01-17 17:10:01.37174,Höhle,Krumpaul,2154,181
2024-01-17 17:00:02.37588,Krumpaul,Höhle,2174,184
2024-01-17 17:00:02.37588,Krumpaul,Krankenhaus,1539,147
2024-01-17 17:00:01.853443,Krankenhaus,Höhle,1902,176
2024-01-17 17:00:01.853443,Krankenhaus,Krumpaul,1560,145
2024-01-17 17:00:01.182845,Höhle,Krankenhaus,1905,183
2024-01-17 17:00:01.182845,Höhle,Krumpaul,2154,181
2024-01-17 16:50:01.953188,Krumpaul,Höhle,2174,184
2024-01-17 16:50:01.953188,Krumpaul,Krankenhaus,1539,147
2024-01-17 16:50:01.462662,Krankenhaus,Höhle,1902,176
2024-01-17 16:50:01.462662,Krankenhaus,Krumpaul,1560,145
2024-01-17 16:50:00.804677,Höhle,Krankenhaus,1905,183
2024-01-17 16:50:00.804677,Höhle,Krumpaul,2154,181
2024-01-17 16:40:02.533317,Krumpaul,Höhle,2174,184
2024-01-17 16:40:02.533317,Krumpaul,Krankenhaus,1539,147
2024-01-17 16:40:02.051666,Krankenhaus,Höhle,1902,176
2024-01-17 16:40:02.051666,Krankenhaus,Krumpaul,1560,145
2024-01-17 16:40:01.339595,Höhle,Krankenhaus,1905,183
2024-01-17 16:40:01.339595,Höhle,Krumpaul,2154,181
2024-01-17 16:30:02.083035,Krumpaul,Höhle,2174,184
2024-01-17 16:30:02.083035,Krumpaul,Krankenhaus,1539,147
2024-01-17 16:30:01.579021,Krankenhaus,Höhle,1902,176
2024-01-17 16:30:01.579021,Krankenhaus,Krumpaul,1560,145
2024-01-17 16:30:00.915234,Höhle,Krankenhaus,1905,183
2024-01-17 16:30:00.915234,Höhle,Krumpaul,2154,181
2024-01-17 16:20:02.775444,Krumpaul,Höhle,2174,184
2024-01-17 16:20:02.775444,Krumpaul,Krankenhaus,1539,147
2024-01-17 16:20:02.250563,Krankenhaus,Höhle,1902,176
2024-01-17 16:20:02.250563,Krankenhaus,Krumpaul,1560,145
2024-01-17 16:20:01.541088,Höhle,Krankenhaus,1905,183
2024-01-17 16:20:01.541088,Höhle,Krumpaul,2154,181
2024-01-17 16:10:02.270813,Krumpaul,Höhle,2174,184
2024-01-17 16:10:02.270813,Krumpaul,Krankenhaus,1539,147
2024-01-17 16:10:01.692782,Krankenhaus,Höhle,1902,176
2024-01-17 16:10:01.692782,Krankenhaus,Krumpaul,1560,145
2024-01-17 16:10:01.023805,Höhle,Krankenhaus,1905,183
2024-01-17 16:10:01.023805,Höhle,Krumpaul,2154,181
2024-01-17 16:00:03.128193,Krumpaul,Höhle,2174,184
2024-01-17 16:00:03.128193,Krumpaul,Krankenhaus,1539,147
2024-01-17 16:00:02.617583,Krankenhaus,Höhle,1902,176
2024-01-17 16:00:02.617583,Krankenhaus,Krumpaul,1560,145
2024-01-17 16:00:01.894496,Höhle,Krankenhaus,1905,183
2024-01-17 16:00:01.894496,Höhle,Krumpaul,2154,181
2024-01-17 15:50:02.320721,Krumpaul,Höhle,2174,184
2024-01-17 15:50:02.320721,Krumpaul,Krankenhaus,1539,147
2024-01-17 15:50:01.806265,Krankenhaus,Höhle,1902,176
2024-01-17 15:50:01.806265,Krankenhaus,Krumpaul,1560,145
2024-01-17 15:50:01.155419,Höhle,Krankenhaus,1905,183
2024-01-17 15:50:01.155419,Höhle,Krumpaul,2154,181
2024-01-17 15:40:02.189205,Krumpaul,Höhle,2174,184
2024-01-17 15:40:02.189205,Krumpaul,Krankenhaus,1539,147
2024-01-17 15:40:01.686085,Krankenhaus,Höhle,1902,176
2024-01-17 15:40:01.686085,Krankenhaus,Krumpaul,1560,145
2024-01-17 15:40:00.977814,Höhle,Krankenhaus,1905,183
2024-01-17 15:40:00.977814,Höhle,Krumpaul,2154,181
2024-01-17 15:30:02.632871,Krumpaul,Höhle,2174,184
2024-01-17 15:30:02.632871,Krumpaul,Krankenhaus,1539,147
2024-01-17 15:30:02.132592,Krankenhaus,Höhle,1902,176
2024-01-17 15:30:02.132592,Krankenhaus,Krumpaul,1560,145
2024-01-17 15:30:01.512854,Höhle,Krankenhaus,1905,183
2024-01-17 15:30:01.512854,Höhle,Krumpaul,2154,181
2024-01-17 15:20:02.793522,Krumpaul,Höhle,2174,184
2024-01-17 15:20:02.793522,Krumpaul,Krankenhaus,1539,147
2024-01-17 15:20:02.292726,Krankenhaus,Höhle,1902,176
2024-01-17 15:20:02.292726,Krankenhaus,Krumpaul,1560,145
2024-01-17 15:20:01.589263,Höhle,Krankenhaus,1905,183
2024-01-17 15:20:01.589263,Höhle,Krumpaul,2154,181
2024-01-17 15:10:03.03572,Krumpaul,Höhle,2174,184
2024-01-17 15:10:03.03572,Krumpaul,Krankenhaus,1539,147
2024-01-17 15:10:02.516371,Krankenhaus,Höhle,1902,176
2024-01-17 15:10:02.516371,Krankenhaus,Krumpaul,1560,145
2024-01-17 15:10:01.850998,Höhle,Krankenhaus,1905,183
2024-01-17 15:10:01.850998,Höhle,Krumpaul,2154,181
2024-01-17 15:00:02.95629,Krumpaul,Höhle,2174,184
2024-01-17 15:00:02.95629,Krumpaul,Krankenhaus,1539,147
2024-01-17 15:00:02.448552,Krankenhaus,Höhle,1902,176
2024-01-17 15:00:02.448552,Krankenhaus,Krumpaul,1560,145
2024-01-17 15:00:01.730959,Höhle,Krankenhaus,1905,183
2024-01-17 15:00:01.730959,Höhle,Krumpaul,2154,181
2024-01-17 14:50:02.578847,Krumpaul,Höhle,2174,184
2024-01-17 14:50:02.578847,Krumpaul,Krankenhaus,1539,147
2024-01-17 14:50:02.040772,Krankenhaus,Höhle,1902,176
2024-01-17 14:50:02.040772,Krankenhaus,Krumpaul,1560,145
2024-01-17 14:50:01.34689,Höhle,Krankenhaus,1905,183
2024-01-17 14:50:01.34689,Höhle,Krumpaul,2154,181
2024-01-17 14:40:02.485834,Krumpaul,Höhle,2174,184
2024-01-17 14:40:02.485834,Krumpaul,Krankenhaus,1539,147
2024-01-17 14:40:01.978964,Krankenhaus,Höhle,1902,176
2024-01-17 14:40:01.978964,Krankenhaus,Krumpaul,1560,145
2024-01-17 14:40:01.278754,Höhle,Krankenhaus,1905,183
2024-01-17 14:40:01.278754,Höhle,Krumpaul,2154,181
2024-01-17 14:30:02.335835,Krumpaul,Höhle,2174,184
2024-01-17 14:30:02.335835,Krumpaul,Krankenhaus,1539,147
2024-01-17 14:30:01.805428,Krankenhaus,Höhle,1902,176
2024-01-17 14:30:01.805428,Krankenhaus,Krumpaul,1560,145
2024-01-17 14:30:01.119184,Höhle,Krankenhaus,1905,183
2024-01-17 14:30:01.119184,Höhle,Krumpaul,2154,181
2024-01-17 14:20:03.24235,Krumpaul,Höhle,2174,184
2024-01-17 14:20:03.24235,Krumpaul,Krankenhaus,1539,147
2024-01-17 14:20:02.714744,Krankenhaus,Höhle,1902,176
2024-01-17 14:20:02.714744,Krankenhaus,Krumpaul,1560,145
2024-01-17 14:20:01.966931,Höhle,Krankenhaus,1905,183
2024-01-17 14:20:01.966931,Höhle,Krumpaul,2154,181
2024-01-17 14:10:02.905924,Krumpaul,Höhle,2174,184
2024-01-17 14:10:02.905924,Krumpaul,Krankenhaus,1539,147
2024-01-17 14:10:02.421499,Krankenhaus,Höhle,1902,176
2024-01-17 14:10:02.421499,Krankenhaus,Krumpaul,1560,145
2024-01-17 14:10:01.772497,Höhle,Krankenhaus,1905,183
2024-01-17 14:10:01.772497,Höhle,Krumpaul,2154,181
2024-01-17 14:00:02.328277,Krumpaul,Höhle,2174,184
2024-01-17 14:00:02.328277,Krumpaul,Krankenhaus,1539,147
2024-01-17 14:00:01.803024,Krankenhaus,Höhle,1902,176
2024-01-17 14:00:01.803024,Krankenhaus,Krumpaul,1560,145
2024-01-17 14:00:01.073189,Höhle,Krankenhaus,1905,183
2024-01-17 14:00:01.073189,Höhle,Krumpaul,2154,181
2024-01-17 13:50:02.48225,Krumpaul,Höhle,2174,184
2024-01-17 13:50:02.48225,Krumpaul,Krankenhaus,1539,147
2024-01-17 13:50:01.97006,Krankenhaus,Höhle,1902,176
2024-01-17 13:50:01.97006,Krankenhaus,Krumpaul,1560,145
2024-01-17 13:50:01.346413,Höhle,Krankenhaus,1905,183
2024-01-17 13:50:01.346413,Höhle,Krumpaul,2154,181
2024-01-17 13:40:02.765166,Krumpaul,Höhle,2174,184
2024-01-17 13:40:02.765166,Krumpaul,Krankenhaus,1539,147
2024-01-17 13:40:02.268791,Krankenhaus,Höhle,1902,176
2024-01-17 13:40:02.268791,Krankenhaus,Krumpaul,1560,145
2024-01-17 13:40:01.55681,Höhle,Krankenhaus,1905,183
2024-01-17 13:40:01.55681,Höhle,Krumpaul,2154,181
2024-01-17 13:30:03.077615,Krumpaul,Höhle,2174,184
2024-01-17 13:30:03.077615,Krumpaul,Krankenhaus,1539,147
2024-01-17 13:30:02.596739,Krankenhaus,Höhle,1902,176
2024-01-17 13:30:02.596739,Krankenhaus,Krumpaul,1560,145
2024-01-17 13:30:01.933206,Höhle,Krankenhaus,1905,183
2024-01-17 13:30:01.933206,Höhle,Krumpaul,2154,181
2024-01-17 13:20:02.515969,Krumpaul,Höhle,2174,184
2024-01-17 13:20:02.515969,Krumpaul,Krankenhaus,1539,147
2024-01-17 13:20:02.024745,Krankenhaus,Höhle,1902,176
2024-01-17 13:20:02.024745,Krankenhaus,Krumpaul,1560,145
2024-01-17 13:20:01.375717,Höhle,Krankenhaus,1905,183
2024-01-17 13:20:01.375717,Höhle,Krumpaul,2154,181
2024-01-17 13:10:03.049785,Krumpaul,Höhle,2174,184
2024-01-17 13:10:03.049785,Krumpaul,Krankenhaus,1539,147
2024-01-17 13:10:02.540587,Krankenhaus,Höhle,1902,176
2024-01-17 13:10:02.540587,Krankenhaus,Krumpaul,1560,145
2024-01-17 13:10:01.867525,Höhle,Krankenhaus,1905,183
2024-01-17 13:10:01.867525,Höhle,Krumpaul,2154,181
2024-01-17 13:00:03.375067,Krumpaul,Höhle,2174,184
2024-01-17 13:00:03.375067,Krumpaul,Krankenhaus,1539,147
2024-01-17 13:00:02.882025,Krankenhaus,Höhle,1902,176
2024-01-17 13:00:02.882025,Krankenhaus,Krumpaul,1560,145
2024-01-17 13:00:02.171644,Höhle,Krankenhaus,1905,183
2024-01-17 13:00:02.171644,Höhle,Krumpaul,2154,181
2024-01-17 12:50:02.755926,Krumpaul,Höhle,2174,184
2024-01-17 12:50:02.755926,Krumpaul,Krankenhaus,1539,147
2024-01-17 12:50:02.248064,Krankenhaus,Höhle,1902,176
2024-01-17 12:50:02.248064,Krankenhaus,Krumpaul,1560,145
2024-01-17 12:50:01.591821,Höhle,Krankenhaus,1905,183
2024-01-17 12:50:01.591821,Höhle,Krumpaul,2154,181
2024-01-17 12:40:03.127626,Krumpaul,Höhle,2174,184
2024-01-17 12:40:03.127626,Krumpaul,Krankenhaus,1539,147
2024-01-17 12:40:02.598276,Krankenhaus,Höhle,1902,176
2024-01-17 12:40:02.598276,Krankenhaus,Krumpaul,1560,145
2024-01-17 12:40:01.905594,Höhle,Krankenhaus,1905,183
2024-01-17 12:40:01.905594,Höhle,Krumpaul,2154,181
2024-01-17 12:30:02.560429,Krumpaul,Höhle,2174,184
2024-01-17 12:30:02.560429,Krumpaul,Krankenhaus,1539,147
2024-01-17 12:30:02.071892,Krankenhaus,Höhle,1902,176
2024-01-17 12:30:02.071892,Krankenhaus,Krumpaul,1560,145
2024-01-17 12:30:01.349804,Höhle,Krankenhaus,1905,183
2024-01-17 12:30:01.349804,Höhle,Krumpaul,2154,181
2024-01-17 12:20:03.218229,Krumpaul,Höhle,2174,184
2024-01-17 12:20:03.218229,Krumpaul,Krankenhaus,1539,147
2024-01-17 12:20:02.749735,Krankenhaus,Höhle,1902,176
2024-01-17 12:20:02.749735,Krankenhaus,Krumpaul,1560,145
2024-01-17 12:20:02.038971,Höhle,Krankenhaus,1905,183
2024-01-17 12:20:02.038971,Höhle,Krumpaul,2154,181
2024-01-17 12:10:03.205368,Krumpaul,Höhle,2174,184
2024-01-17 12:10:03.205368,Krumpaul,Krankenhaus,1539,147
2024-01-17 12:10:02.671032,Krankenhaus,Höhle,1902,176
2024-01-17 12:10:02.671032,Krankenhaus,Krumpaul,1560,145
2024-01-17 12:10:01.985321,Höhle,Krankenhaus,1905,183
2024-01-17 12:10:01.985321,Höhle,Krumpaul,2154,181
2024-01-17 12:00:02.991998,Krumpaul,Höhle,2174,184
2024-01-17 12:00:02.991998,Krumpaul,Krankenhaus,1539,147
2024-01-17 12:00:02.491368,Krankenhaus,Höhle,1902,176
2024-01-17 12:00:02.491368,Krankenhaus,Krumpaul,1560,145
2024-01-17 12:00:01.979925,Höhle,Krankenhaus,1905,183
2024-01-17 12:00:01.979925,Höhle,Krumpaul,2154,181
2024-01-17 11:50:04.727173,Krumpaul,Höhle,2174,184
2024-01-17 11:50:04.727173,Krumpaul,Krankenhaus,1539,147
2024-01-17 11:50:04.185468,Krankenhaus,Höhle,1902,176
2024-01-17 11:50:04.185468,Krankenhaus,Krumpaul,1560,145
2024-01-17 11:50:03.506962,Höhle,Krankenhaus,1905,183
2024-01-17 11:50:03.506962,Höhle,Krumpaul,2154,181
2024-01-17 11:40:03.496014,Krumpaul,Höhle,2174,184
2024-01-17 11:40:03.496014,Krumpaul,Krankenhaus,1539,147
2024-01-17 11:40:03.00393,Krankenhaus,Höhle,1902,176
2024-01-17 11:40:03.00393,Krankenhaus,Krumpaul,1560,145
2024-01-17 11:40:02.277794,Höhle,Krankenhaus,1905,183
2024-01-17 11:40:02.277794,Höhle,Krumpaul,2154,181
2024-01-17 11:30:03.570177,Krumpaul,Höhle,2174,184
2024-01-17 11:30:03.570177,Krumpaul,Krankenhaus,1539,147
2024-01-17 11:30:03.080502,Krankenhaus,Höhle,1902,176
2024-01-17 11:30:03.080502,Krankenhaus,Krumpaul,1560,145
2024-01-17 11:30:02.390247,Höhle,Krankenhaus,1905,183
2024-01-17 11:30:02.390247,Höhle,Krumpaul,2154,181
2024-01-17 11:20:02.927701,Krumpaul,Höhle,2174,184
2024-01-17 11:20:02.927701,Krumpaul,Krankenhaus,1539,147
2024-01-17 11:20:02.388086,Krankenhaus,Höhle,1902,176
2024-01-17 11:20:02.388086,Krankenhaus,Krumpaul,1560,145
2024-01-17 11:20:01.655577,Höhle,Krankenhaus,1905,183
2024-01-17 11:20:01.655577,Höhle,Krumpaul,2154,181
2024-01-17 11:10:03.112443,Krumpaul,Höhle,2174,184
2024-01-17 11:10:03.112443,Krumpaul,Krankenhaus,1539,147
2024-01-17 11:10:02.577871,Krankenhaus,Höhle,1902,176
2024-01-17 11:10:02.577871,Krankenhaus,Krumpaul,1560,145
2024-01-17 11:10:01.872333,Höhle,Krankenhaus,1905,183
2024-01-17 11:10:01.872333,Höhle,Krumpaul,2154,181
2024-01-17 11:00:02.46391,Krumpaul,Höhle,2174,184
2024-01-17 11:00:02.46391,Krumpaul,Krankenhaus,1539,147
2024-01-17 11:00:01.948866,Krankenhaus,Höhle,1902,176
2024-01-17 11:00:01.948866,Krankenhaus,Krumpaul,1560,145
2024-01-17 11:00:01.25487,Höhle,Krankenhaus,1905,183
2024-01-17 11:00:01.25487,Höhle,Krumpaul,2154,181
2024-01-17 10:50:02.800979,Krumpaul,Höhle,2174,184
2024-01-17 10:50:02.800979,Krumpaul,Krankenhaus,1539,147
2024-01-17 10:50:02.257919,Krankenhaus,Höhle,1902,176
2024-01-17 10:50:02.257919,Krankenhaus,Krumpaul,1560,145
2024-01-17 10:50:01.5588,Höhle,Krankenhaus,1905,183
2024-01-17 10:50:01.5588,Höhle,Krumpaul,2154,181
2024-01-17 10:40:03.070619,Krumpaul,Höhle,2174,184
2024-01-17 10:40:03.070619,Krumpaul,Krankenhaus,1539,147
2024-01-17 10:40:02.495327,Krankenhaus,Höhle,1902,176
2024-01-17 10:40:02.495327,Krankenhaus,Krumpaul,1560,145
2024-01-17 10:40:01.762561,Höhle,Krankenhaus,1905,183
2024-01-17 10:40:01.762561,Höhle,Krumpaul,2154,181
2024-01-17 10:30:03.63868,Krumpaul,Höhle,2174,184
2024-01-17 10:30:03.63868,Krumpaul,Krankenhaus,1539,147
2024-01-17 10:30:03.116808,Krankenhaus,Höhle,1902,176
2024-01-17 10:30:03.116808,Krankenhaus,Krumpaul,1560,145
2024-01-17 10:30:02.396423,Höhle,Krankenhaus,1905,183
2024-01-17 10:30:02.396423,Höhle,Krumpaul,2154,181
2024-01-17 10:20:03.046428,Krumpaul,Höhle,2174,184
2024-01-17 10:20:03.046428,Krumpaul,Krankenhaus,1539,147
2024-01-17 10:20:02.497592,Krankenhaus,Höhle,1902,176
2024-01-17 10:20:02.497592,Krankenhaus,Krumpaul,1560,145
2024-01-17 10:20:01.723427,Höhle,Krankenhaus,1905,183
2024-01-17 10:20:01.723427,Höhle,Krumpaul,2154,181
2024-01-17 10:10:03.945344,Krumpaul,Höhle,2174,184
2024-01-17 10:10:03.945344,Krumpaul,Krankenhaus,1539,147
2024-01-17 10:10:03.407784,Krankenhaus,Höhle,1902,176
2024-01-17 10:10:03.407784,Krankenhaus,Krumpaul,1560,145
2024-01-17 10:10:02.620227,Höhle,Krankenhaus,1905,183
2024-01-17 10:10:02.620227,Höhle,Krumpaul,2154,181
2024-01-17 10:00:03.430597,Krumpaul,Höhle,2174,184
2024-01-17 10:00:03.430597,Krumpaul,Krankenhaus,1539,147
2024-01-17 10:00:02.919031,Krankenhaus,Höhle,1902,176
2024-01-17 10:00:02.919031,Krankenhaus,Krumpaul,1560,145
2024-01-17 10:00:02.224811,Höhle,Krankenhaus,1905,183
2024-01-17 10:00:02.224811,Höhle,Krumpaul,2154,181
2024-01-17 09:50:03.352674,Krumpaul,Höhle,2174,184
2024-01-17 09:50:03.352674,Krumpaul,Krankenhaus,1539,147
2024-01-17 09:50:02.806168,Krankenhaus,Höhle,1902,176
2024-01-17 09:50:02.806168,Krankenhaus,Krumpaul,1560,145
2024-01-17 09:50:02.081093,Höhle,Krankenhaus,1905,183
2024-01-17 09:50:02.081093,Höhle,Krumpaul,2154,181
2024-01-17 09:40:02.891631,Krumpaul,Höhle,2174,184
2024-01-17 09:40:02.891631,Krumpaul,Krankenhaus,1539,147
2024-01-17 09:40:02.300908,Krankenhaus,Höhle,1902,176
2024-01-17 09:40:02.300908,Krankenhaus,Krumpaul,1560,145
2024-01-17 09:40:01.566779,Höhle,Krankenhaus,1905,183
2024-01-17 09:40:01.566779,Höhle,Krumpaul,2154,181
2024-01-17 09:30:03.032625,Krumpaul,Höhle,2174,184
2024-01-17 09:30:03.032625,Krumpaul,Krankenhaus,1539,147
2024-01-17 09:30:02.443612,Krankenhaus,Höhle,1902,176
2024-01-17 09:30:02.443612,Krankenhaus,Krumpaul,1560,145
2024-01-17 09:30:01.674581,Höhle,Krankenhaus,1905,183
2024-01-17 09:30:01.674581,Höhle,Krumpaul,2154,181
2024-01-17 09:20:03.180191,Krumpaul,Höhle,2174,184
2024-01-17 09:20:03.180191,Krumpaul,Krankenhaus,1539,147
2024-01-17 09:20:02.685371,Krankenhaus,Höhle,1902,176
2024-01-17 09:20:02.685371,Krankenhaus,Krumpaul,1560,145
2024-01-17 09:20:01.978958,Höhle,Krankenhaus,1905,183
2024-01-17 09:20:01.978958,Höhle,Krumpaul,2154,181
2024-01-17 09:10:02.868161,Krumpaul,Höhle,2174,184
2024-01-17 09:10:02.868161,Krumpaul,Krankenhaus,1539,147
2024-01-17 09:10:02.357822,Krankenhaus,Höhle,1902,176
2024-01-17 09:10:02.357822,Krankenhaus,Krumpaul,1560,145
2024-01-17 09:10:01.695336,Höhle,Krankenhaus,1905,183
2024-01-17 09:10:01.695336,Höhle,Krumpaul,2154,181
2024-01-17 09:00:02.826169,Krumpaul,Höhle,2174,184
2024-01-17 09:00:02.826169,Krumpaul,Krankenhaus,1539,147
2024-01-17 09:00:02.322952,Krankenhaus,Höhle,1902,176
2024-01-17 09:00:02.322952,Krankenhaus,Krumpaul,1560,145
2024-01-17 09:00:01.600838,Höhle,Krankenhaus,1905,183
2024-01-17 09:00:01.600838,Höhle,Krumpaul,2154,181
2024-01-17 08:50:02.793185,Krumpaul,Höhle,2174,184
2024-01-17 08:50:02.793185,Krumpaul,Krankenhaus,1539,147
2024-01-17 08:50:02.231001,Krankenhaus,Höhle,1902,176
2024-01-17 08:50:02.231001,Krankenhaus,Krumpaul,1560,145
2024-01-17 08:50:01.543378,Höhle,Krankenhaus,1905,183
2024-01-17 08:50:01.543378,Höhle,Krumpaul,2154,181
