from,to,distance_m,duration_s,duration_in_traffic_s,datetime,from_to
Krumpaul,Höhle,2174,184,189,2024-01-22T18:11:25.598683000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,147,2024-01-22T18:11:25.598683000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,175,2024-01-22T18:11:25.453267000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,143,2024-01-22T18:11:25.453267000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,175,2024-01-22T18:11:25.262774000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,174,2024-01-22T18:11:25.262774000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,190,2024-01-22T18:00:02.429822000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,150,2024-01-22T18:00:02.429822000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,179,2024-01-22T18:00:02.237918000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,149,2024-01-22T18:00:02.237918000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,191,2024-01-22T18:00:02.012692000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,192,2024-01-22T18:00:02.012692000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,192,2024-01-22T17:50:01.857184000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,156,2024-01-22T17:50:01.857184000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,180,2024-01-22T17:50:01.709576000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,153,2024-01-22T17:50:01.709576000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,199,2024-01-22T17:50:01.525731000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,199,2024-01-22T17:50:01.525731000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,193,2024-01-22T17:40:01.861987000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,156,2024-01-22T17:40:01.861987000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,188,2024-01-22T17:40:01.708866000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,159,2024-01-22T17:40:01.708866000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,270,2024-01-22T17:40:01.525722000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,271,2024-01-22T17:40:01.525722000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,194,2024-01-22T17:30:01.511486000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,160,2024-01-22T17:30:01.511486000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,192,2024-01-22T17:30:01.363207000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,161,2024-01-22T17:30:01.363207000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,377,2024-01-22T17:30:01.158263000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,370,2024-01-22T17:30:01.158263000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,203,2024-01-22T17:20:02.151471000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,170,2024-01-22T17:20:02.151471000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,199,2024-01-22T17:20:02.026167000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,169,2024-01-22T17:20:02.026167000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,579,2024-01-22T17:20:01.814566000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,588,2024-01-22T17:20:01.814566000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,194,2024-01-22T17:10:02.034049000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,165,2024-01-22T17:10:02.034049000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,193,2024-01-22T17:10:01.915970000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,164,2024-01-22T17:10:01.915970000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,462,2024-01-22T17:10:01.705842000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,452,2024-01-22T17:10:01.705842000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,196,2024-01-22T17:00:01.721237000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,170,2024-01-22T17:00:01.721237000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,193,2024-01-22T17:00:01.548094000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,168,2024-01-22T17:00:01.548094000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,370,2024-01-22T17:00:01.360377000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,319,2024-01-22T17:00:01.360377000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,217,2024-01-22T16:50:01.053256000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,183,2024-01-22T16:50:01.053256000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,191,2024-01-22T16:50:00.904705000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,162,2024-01-22T16:50:00.904705000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,411,2024-01-22T16:50:00.718422000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,306,2024-01-22T16:50:00.718422000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,188,2024-01-22T16:40:01.572517000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,155,2024-01-22T16:40:01.572517000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,212,2024-01-22T16:40:01.436665000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,182,2024-01-22T16:40:01.436665000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,227,2024-01-22T16:40:01.238284000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,220,2024-01-22T16:40:01.238284000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,208,2024-01-22T16:30:01.452632000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,181,2024-01-22T16:30:01.452632000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,197,2024-01-22T16:30:01.301644000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,165,2024-01-22T16:30:01.301644000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,293,2024-01-22T16:30:01.105428000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,281,2024-01-22T16:30:01.105428000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,217,2024-01-22T16:20:01.816127000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,185,2024-01-22T16:20:01.816127000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,216,2024-01-22T16:20:01.634789000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,184,2024-01-22T16:20:01.634789000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,275,2024-01-22T16:20:01.425094000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,237,2024-01-22T16:20:01.425094000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,216,2024-01-22T16:10:01.699054000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,188,2024-01-22T16:10:01.699054000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,223,2024-01-22T16:10:01.573320000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,187,2024-01-22T16:10:01.573320000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,235,2024-01-22T16:10:01.375575000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,220,2024-01-22T16:10:01.375575000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,197,2024-01-22T16:00:01.797268000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,172,2024-01-22T16:00:01.797268000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,205,2024-01-22T16:00:01.655854000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,175,2024-01-22T16:00:01.655854000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,215,2024-01-22T16:00:01.465882000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,196,2024-01-22T16:00:01.465882000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,223,2024-01-22T15:50:01.616186000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,194,2024-01-22T15:50:01.616186000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,202,2024-01-22T15:50:01.450485000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,171,2024-01-22T15:50:01.450485000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,213,2024-01-22T15:50:01.237485000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,198,2024-01-22T15:50:01.237485000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,242,2024-01-22T15:40:01.585125000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,214,2024-01-22T15:40:01.585125000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,197,2024-01-22T15:40:01.423033000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,166,2024-01-22T15:40:01.423033000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,223,2024-01-22T15:40:01.208515000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,209,2024-01-22T15:40:01.208515000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,218,2024-01-22T15:30:01.762175000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,160,2024-01-22T15:30:01.762175000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,188,2024-01-22T15:30:01.620558000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,158,2024-01-22T15:30:01.620558000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,207,2024-01-22T15:30:01.452195000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,198,2024-01-22T15:30:01.452195000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,192,2024-01-22T15:20:02.178763000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,165,2024-01-22T15:20:02.178763000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,188,2024-01-22T15:20:02.009141000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,161,2024-01-22T15:20:02.009141000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,195,2024-01-22T15:20:01.797708000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,187,2024-01-22T15:20:01.797708000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,210,2024-01-22T15:10:02.553646000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,181,2024-01-22T15:10:02.553646000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,188,2024-01-22T15:10:02.390250000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,160,2024-01-22T15:10:02.390250000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,200,2024-01-22T15:10:02.201027000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,191,2024-01-22T15:10:02.201027000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,216,2024-01-22T15:00:02.598551000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,182,2024-01-22T15:00:02.598551000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,201,2024-01-22T15:00:02.412300000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,163,2024-01-22T15:00:02.412300000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,201,2024-01-22T15:00:02.178209000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,188,2024-01-22T15:00:02.178209000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,209,2024-01-22T14:50:02.502257000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,173,2024-01-22T14:50:02.502257000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,191,2024-01-22T14:50:02.348529000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,158,2024-01-22T14:50:02.348529000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,197,2024-01-22T14:50:02.056547000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,189,2024-01-22T14:50:02.056547000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,209,2024-01-22T14:43:54.475352000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,172,2024-01-22T14:43:54.475352000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,196,2024-01-22T14:43:54.387219000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,159,2024-01-22T14:43:54.387219000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,195,2024-01-22T14:43:54.278967000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,188,2024-01-22T14:43:54.278967000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,210,2024-01-22T14:43:15.245547000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,171,2024-01-22T14:43:15.245547000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,196,2024-01-22T14:43:15.132148000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,158,2024-01-22T14:43:15.132148000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,195,2024-01-22T14:43:15.004136000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,186,2024-01-22T14:43:15.004136000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,210,2024-01-22T14:40:02.660344000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,170,2024-01-22T14:40:02.660344000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,195,2024-01-22T14:40:02.504468000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,158,2024-01-22T14:40:02.504468000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,191,2024-01-22T14:40:02.287184000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,183,2024-01-22T14:40:02.287184000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,279,2024-01-22T14:30:02.169196000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,218,2024-01-22T14:30:02.169196000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,192,2024-01-22T14:30:02.023029000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,158,2024-01-22T14:30:02.023029000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,197,2024-01-22T14:30:01.836177000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,192,2024-01-22T14:30:01.836177000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,223,2024-01-22T14:20:01.676130000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,172,2024-01-22T14:20:01.676130000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,211,2024-01-22T14:20:01.562926000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,161,2024-01-22T14:20:01.562926000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,190,2024-01-22T14:20:01.364955000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,182,2024-01-22T14:20:01.364955000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,215,2024-01-22T14:10:02.933216000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,179,2024-01-22T14:10:02.933216000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,212,2024-01-22T14:10:02.802558000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,164,2024-01-22T14:10:02.802558000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,199,2024-01-22T14:10:02.617497000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,192,2024-01-22T14:10:02.617497000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,204,2024-01-22T14:00:01.785588000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,171,2024-01-22T14:00:01.785588000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,192,2024-01-22T14:00:01.628267000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,158,2024-01-22T14:00:01.628267000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,214,2024-01-22T14:00:01.418222000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,205,2024-01-22T14:00:01.418222000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,191,2024-01-22T13:50:00.922835000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,164,2024-01-22T13:50:00.922835000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,188,2024-01-22T13:50:00.789027000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,157,2024-01-22T13:50:00.789027000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,234,2024-01-22T13:50:00.614726000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,224,2024-01-22T13:50:00.614726000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,203,2024-01-22T13:44:25.675743000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,154,2024-01-22T13:44:25.675743000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,197,2024-01-22T13:44:25.320449000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,158,2024-01-22T13:44:25.320449000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,190,2024-01-22T13:44:24.748757000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,187,2024-01-22T13:44:24.748757000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,193,2024-01-22T13:30:02.159014000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,158,2024-01-22T13:30:02.159014000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,196,2024-01-22T13:30:02.039108000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,158,2024-01-22T13:30:02.039108000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,196,2024-01-22T13:30:01.869314000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,195,2024-01-22T13:30:01.869314000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,201,2024-01-22T13:20:01.603004000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,164,2024-01-22T13:20:01.603004000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,182,2024-01-22T13:20:01.430545000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,158,2024-01-22T13:20:01.430545000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,192,2024-01-22T13:20:01.204716000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,192,2024-01-22T13:20:01.204716000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,200,2024-01-22T13:10:01.729064000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,163,2024-01-22T13:10:01.729064000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,187,2024-01-22T13:10:01.585989000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,159,2024-01-22T13:10:01.585989000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,199,2024-01-22T13:10:01.399719000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,194,2024-01-22T13:10:01.399719000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,206,2024-01-22T13:00:01.667528000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,163,2024-01-22T13:00:01.667528000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,188,2024-01-22T13:00:01.506505000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,156,2024-01-22T13:00:01.506505000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,183,2024-01-22T13:00:01.284734000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,182,2024-01-22T13:00:01.284734000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,197,2024-01-22T12:50:02.024474000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,157,2024-01-22T12:50:02.024474000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,182,2024-01-22T12:50:01.900878000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,149,2024-01-22T12:50:01.900878000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,192,2024-01-22T12:50:01.725468000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,189,2024-01-22T12:50:01.725468000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,192,2024-01-22T12:40:01.208048000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,155,2024-01-22T12:40:01.208048000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,182,2024-01-22T12:40:01.050112000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,150,2024-01-22T12:40:01.050112000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,187,2024-01-22T12:40:00.860348000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,185,2024-01-22T12:40:00.860348000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,185,2024-01-22T12:30:02.139873000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,149,2024-01-22T12:30:02.139873000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,182,2024-01-22T12:30:01.989597000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,156,2024-01-22T12:30:01.989597000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,191,2024-01-22T12:30:01.840971000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,188,2024-01-22T12:30:01.840971000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,189,2024-01-22T12:20:02.014977000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,155,2024-01-22T12:20:02.014977000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,187,2024-01-22T12:20:01.883248000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,157,2024-01-22T12:20:01.883248000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,186,2024-01-22T12:20:01.690581000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,185,2024-01-22T12:20:01.690581000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,193,2024-01-22T12:10:01.477659000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,164,2024-01-22T12:10:01.477659000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,188,2024-01-22T12:10:01.355552000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,160,2024-01-22T12:10:01.355552000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,188,2024-01-22T12:10:01.181621000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,184,2024-01-22T12:10:01.181621000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,189,2024-01-22T12:00:01.734148000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,156,2024-01-22T12:00:01.734148000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,192,2024-01-22T12:00:01.583009000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,163,2024-01-22T12:00:01.583009000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,189,2024-01-22T12:00:01.374961000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,182,2024-01-22T12:00:01.374961000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,187,2024-01-22T11:50:01.717553000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,154,2024-01-22T11:50:01.717553000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,193,2024-01-22T11:50:01.594056000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,161,2024-01-22T11:50:01.594056000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,194,2024-01-22T11:50:01.446992000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,182,2024-01-22T11:50:01.446992000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,186,2024-01-22T11:40:01.515357000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,156,2024-01-22T11:40:01.515357000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,192,2024-01-22T11:40:01.360266000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,159,2024-01-22T11:40:01.360266000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,192,2024-01-22T11:40:01.155261000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,181,2024-01-22T11:40:01.155261000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,186,2024-01-22T11:30:02.117473000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,155,2024-01-22T11:30:02.117473000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,187,2024-01-22T11:30:01.958472000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,158,2024-01-22T11:30:01.958472000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,192,2024-01-22T11:30:01.766000000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,183,2024-01-22T11:30:01.766000000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,184,2024-01-22T11:20:02.133466000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,158,2024-01-22T11:20:02.133466000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,203,2024-01-22T11:20:01.972144000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,171,2024-01-22T11:20:01.972144000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,200,2024-01-22T11:20:01.764660000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,185,2024-01-22T11:20:01.764660000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,184,208,2024-01-22T11:10:02.069387000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,173,2024-01-22T11:10:02.069387000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,201,2024-01-22T11:10:01.941343000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,168,2024-01-22T11:10:01.941343000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,193,2024-01-22T11:10:01.793927000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,182,2024-01-22T11:10:01.793927000,Höhle -> Krumpaul
