from,to,distance_m,duration_s,duration_in_traffic_s,datetime,from_to
Krankenhaus,Krumpaul,1560,145,157,2024-01-08T09:30:02.088556000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,196,2024-01-08T09:30:01.832774000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,192,2024-01-08T09:30:01.832774000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,206,2024-01-08T09:20:03.076205000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,163,2024-01-08T09:20:03.076205000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,192,2024-01-08T09:20:02.887505000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,159,2024-01-08T09:20:02.887505000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,197,2024-01-08T09:20:02.557213000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,196,2024-01-08T09:20:02.557213000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,209,2024-01-08T09:10:02.910837000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,165,2024-01-08T09:10:02.910837000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,194,2024-01-08T09:10:02.751795000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,157,2024-01-08T09:10:02.751795000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,279,2024-01-08T09:10:02.483816000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,277,2024-01-08T09:10:02.483816000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,229,2024-01-08T09:00:03.371969000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,175,2024-01-08T09:00:03.371969000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,209,2024-01-08T09:00:03.222498000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,160,2024-01-08T09:00:03.222498000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,267,2024-01-08T09:00:02.826369000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,267,2024-01-08T09:00:02.826369000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,200,2024-01-08T08:50:02.106891000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,160,2024-01-08T08:50:02.106891000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,192,2024-01-08T08:50:01.947496000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,156,2024-01-08T08:50:01.947496000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,197,2024-01-08T08:50:01.591401000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,192,2024-01-08T08:50:01.591401000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,192,2024-01-08T08:40:03.262727000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,163,2024-01-08T08:40:03.262727000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,189,2024-01-08T08:40:03.101669000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,159,2024-01-08T08:40:03.101669000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,198,2024-01-08T08:40:02.741006000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,192,2024-01-08T08:40:02.741006000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,201,2024-01-08T08:30:03.230635000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,160,2024-01-08T08:30:03.230635000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,195,2024-01-08T08:30:03.058935000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,158,2024-01-08T08:30:03.058935000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,207,2024-01-08T08:30:02.692400000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,205,2024-01-08T08:30:02.692400000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,207,2024-01-08T08:20:02.702052000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,169,2024-01-08T08:20:02.702052000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,193,2024-01-08T08:20:02.536076000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,160,2024-01-08T08:20:02.536076000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,199,2024-01-08T08:20:02.223458000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,196,2024-01-08T08:20:02.223458000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,202,2024-01-08T08:10:03.431706000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,167,2024-01-08T08:10:03.431706000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,199,2024-01-08T08:10:03.293817000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,166,2024-01-08T08:10:03.293817000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,201,2024-01-08T08:10:02.852591000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,199,2024-01-08T08:10:02.852591000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,206,2024-01-08T08:00:03.111260000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,161,2024-01-08T08:00:03.111260000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,218,2024-01-08T08:00:02.953420000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,184,2024-01-08T08:00:02.953420000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,201,2024-01-08T08:00:02.691932000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,201,2024-01-08T08:00:02.691932000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,214,2024-01-08T07:50:02.680226000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,173,2024-01-08T07:50:02.680226000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,243,2024-01-08T07:50:02.557575000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,206,2024-01-08T07:50:02.557575000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,216,2024-01-08T07:50:02.113959000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,212,2024-01-08T07:50:02.113959000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,213,2024-01-08T07:40:02.874010000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,179,2024-01-08T07:40:02.874010000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,242,2024-01-08T07:40:02.694201000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,218,2024-01-08T07:40:02.694201000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,214,2024-01-08T07:40:02.363469000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,215,2024-01-08T07:40:02.363469000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,217,2024-01-08T07:30:02.161035000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,189,2024-01-08T07:30:02.161035000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,207,2024-01-08T07:30:02.009131000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,180,2024-01-08T07:30:02.009131000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,276,2024-01-08T07:30:01.668358000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,261,2024-01-08T07:30:01.668358000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,211,2024-01-08T07:20:02.552521000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,178,2024-01-08T07:20:02.552521000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,197,2024-01-08T07:20:02.402565000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,165,2024-01-08T07:20:02.402565000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,206,2024-01-08T07:20:01.934843000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,198,2024-01-08T07:20:01.934843000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,205,2024-01-08T07:10:02.187632000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,166,2024-01-08T07:10:02.187632000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,198,2024-01-08T07:10:02.016159000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,164,2024-01-08T07:10:02.016159000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,224,2024-01-08T07:10:01.781284000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,224,2024-01-08T07:10:01.781284000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,198,2024-01-08T07:00:03.276250000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,157,2024-01-08T07:00:03.276250000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,185,2024-01-08T07:00:03.130032000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,155,2024-01-08T07:00:03.130032000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,195,2024-01-08T07:00:02.900371000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,190,2024-01-08T07:00:02.900371000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,226,2024-01-08T06:50:02.666394000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,147,2024-01-08T06:50:02.666394000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,230,2024-01-08T06:50:02.551835000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,153,2024-01-08T06:50:02.551835000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,189,2024-01-08T06:50:02.128583000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,190,2024-01-08T06:50:02.128583000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,190,2024-01-08T06:40:02.457043000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,147,2024-01-08T06:40:02.457043000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,174,2024-01-08T06:40:02.309555000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,143,2024-01-08T06:40:02.309555000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,185,2024-01-08T06:40:01.984919000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,187,2024-01-08T06:40:01.984919000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,177,2024-01-08T06:30:02.290000000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,148,2024-01-08T06:30:02.290000000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,167,2024-01-08T06:30:02.150803000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,139,2024-01-08T06:30:02.150803000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,184,2024-01-08T06:30:01.929312000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,175,2024-01-08T06:30:01.929312000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,182,2024-01-08T06:20:02.945669000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,138,2024-01-08T06:20:02.945669000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,170,2024-01-08T06:20:02.804125000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,138,2024-01-08T06:20:02.804125000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,179,2024-01-08T06:20:02.271825000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,178,2024-01-08T06:20:02.271825000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,178,2024-01-08T06:10:02.127878000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,134,2024-01-08T06:10:02.127878000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,165,2024-01-08T06:10:02.014671000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,134,2024-01-08T06:10:02.014671000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,175,2024-01-08T06:10:01.782112000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,173,2024-01-08T06:10:01.782112000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,164,2024-01-08T06:00:04.091955000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,133,2024-01-08T06:00:04.091955000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,155,2024-01-08T06:00:03.925161000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,130,2024-01-08T06:00:03.925161000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,169,2024-01-08T06:00:03.660008000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,170,2024-01-08T06:00:03.660008000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,164,2024-01-08T05:50:02.856721000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,137,2024-01-08T05:50:02.856721000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,155,2024-01-08T05:50:02.695733000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,128,2024-01-08T05:50:02.695733000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,173,2024-01-08T05:50:02.359557000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,167,2024-01-08T05:50:02.359557000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,160,2024-01-08T05:40:02.865694000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,130,2024-01-08T05:40:02.865694000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,151,2024-01-08T05:40:02.700337000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,127,2024-01-08T05:40:02.700337000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,171,2024-01-08T05:40:02.222483000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,167,2024-01-08T05:40:02.222483000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,158,2024-01-08T05:30:02.728646000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,125,2024-01-08T05:30:02.728646000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,151,2024-01-08T05:30:02.602354000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,127,2024-01-08T05:30:02.602354000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,161,2024-01-08T05:30:02.291313000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,163,2024-01-08T05:30:02.291313000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,160,2024-01-08T05:20:02.963432000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,132,2024-01-08T05:20:02.963432000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,154,2024-01-08T05:20:02.810894000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,129,2024-01-08T05:20:02.810894000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,170,2024-01-08T05:20:02.554184000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,164,2024-01-08T05:20:02.554184000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,157,2024-01-08T05:10:02.425676000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,134,2024-01-08T05:10:02.425676000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,148,2024-01-08T05:10:02.298971000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,121,2024-01-08T05:10:02.298971000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,168,2024-01-08T05:10:01.803491000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,159,2024-01-08T05:10:01.803491000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,159,2024-01-08T05:00:03.457012000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,126,2024-01-08T05:00:03.457012000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,147,2024-01-08T05:00:03.296163000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,117,2024-01-08T05:00:03.296163000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,159,2024-01-08T05:00:03.004695000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,156,2024-01-08T05:00:03.004695000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,156,2024-01-07T21:50:02.203991000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,117,2024-01-07T21:50:02.203991000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,142,2024-01-07T21:50:02.013983000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,117,2024-01-07T21:50:02.013983000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,144,2024-01-07T21:50:01.771011000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,149,2024-01-07T21:50:01.771011000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,155,2024-01-07T21:40:02.688427000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,117,2024-01-07T21:40:02.688427000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,143,2024-01-07T21:40:02.523436000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,119,2024-01-07T21:40:02.523436000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,142,2024-01-07T21:40:02.156113000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,149,2024-01-07T21:40:02.156113000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,155,2024-01-07T21:30:02.593023000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,118,2024-01-07T21:30:02.593023000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,148,2024-01-07T21:30:02.429105000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,125,2024-01-07T21:30:02.429105000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,143,2024-01-07T21:30:02.107381000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,149,2024-01-07T21:30:02.107381000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,160,2024-01-07T21:20:02.158116000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,119,2024-01-07T21:20:02.158116000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,152,2024-01-07T21:20:02.020577000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,123,2024-01-07T21:20:02.020577000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,143,2024-01-07T21:20:01.730394000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,149,2024-01-07T21:20:01.730394000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,161,2024-01-07T21:10:02.662232000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,120,2024-01-07T21:10:02.662232000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,151,2024-01-07T21:10:02.518356000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,122,2024-01-07T21:10:02.518356000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,144,2024-01-07T21:10:02.262754000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,149,2024-01-07T21:10:02.262754000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,162,2024-01-07T21:00:03.312715000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,121,2024-01-07T21:00:03.312715000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,151,2024-01-07T21:00:03.177674000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,120,2024-01-07T21:00:03.177674000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,145,2024-01-07T21:00:02.934060000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,150,2024-01-07T21:00:02.934060000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,164,2024-01-07T20:50:02.724184000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,124,2024-01-07T20:50:02.724184000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,154,2024-01-07T20:50:02.548973000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,123,2024-01-07T20:50:02.548973000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,148,2024-01-07T20:50:01.912015000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,152,2024-01-07T20:50:01.912015000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,164,2024-01-07T20:40:03.046615000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,123,2024-01-07T20:40:03.046615000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,154,2024-01-07T20:40:02.853099000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,119,2024-01-07T20:40:02.853099000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,156,2024-01-07T20:40:02.242947000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,157,2024-01-07T20:40:02.242947000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,158,2024-01-07T20:30:02.430228000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,120,2024-01-07T20:30:02.430228000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,148,2024-01-07T20:30:02.253687000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,121,2024-01-07T20:30:02.253687000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,155,2024-01-07T20:30:01.922252000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,159,2024-01-07T20:30:01.922252000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,156,2024-01-07T20:20:03.393372000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,118,2024-01-07T20:20:03.393372000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,145,2024-01-07T20:20:03.261099000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,118,2024-01-07T20:20:03.261099000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,150,2024-01-07T20:20:02.689337000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,155,2024-01-07T20:20:02.689337000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,158,2024-01-07T20:10:02.207702000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,119,2024-01-07T20:10:02.207702000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,146,2024-01-07T20:10:02.065292000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,119,2024-01-07T20:10:02.065292000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,148,2024-01-07T20:10:01.826124000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,154,2024-01-07T20:10:01.826124000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,158,2024-01-07T20:00:03.411008000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,121,2024-01-07T20:00:03.411008000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,146,2024-01-07T20:00:03.235769000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,122,2024-01-07T20:00:03.235769000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,153,2024-01-07T20:00:02.757241000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,159,2024-01-07T20:00:02.757241000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,164,2024-01-07T19:50:02.559955000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,126,2024-01-07T19:50:02.559955000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,151,2024-01-07T19:50:02.445857000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,123,2024-01-07T19:50:02.445857000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,156,2024-01-07T19:50:01.874275000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,156,2024-01-07T19:50:01.874275000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,165,2024-01-07T19:40:02.754576000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,126,2024-01-07T19:40:02.754576000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,154,2024-01-07T19:40:02.615959000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,125,2024-01-07T19:40:02.615959000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,158,2024-01-07T19:40:02.231497000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,157,2024-01-07T19:40:02.231497000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,165,2024-01-07T19:30:02.216268000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,133,2024-01-07T19:30:02.216268000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,150,2024-01-07T19:30:02.028032000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,124,2024-01-07T19:30:02.028032000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,161,2024-01-07T19:30:01.708141000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,158,2024-01-07T19:30:01.708141000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,165,2024-01-07T19:20:03.063807000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,127,2024-01-07T19:20:03.063807000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,156,2024-01-07T19:20:02.921331000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,129,2024-01-07T19:20:02.921331000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,158,2024-01-07T19:20:02.636840000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,163,2024-01-07T19:20:02.636840000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,164,2024-01-07T19:10:02.948458000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,127,2024-01-07T19:10:02.948458000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,154,2024-01-07T19:10:02.775382000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,145,129,2024-01-07T19:10:02.775382000,Krankenhaus -> Krumpaul
Höhle,Krankenhaus,1905,183,158,2024-01-07T19:10:02.507545000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,181,163,2024-01-07T19:10:02.507545000,Höhle -> Krumpaul
Krumpaul,Höhle,2174,183,166,2024-01-07T19:00:03.550848000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,147,130,2024-01-07T19:00:03.550848000,Krumpaul -> Krankenhaus
Krankenhaus,Höhle,1902,176,152,2024-01-07T19:00:03.391714000,Krankenhaus -> Höhle
