from,to,distance_m,duration_s,duration_in_traffic_s,datetime,from_to
Krumpaul,Höhle,2174,182,182,2023-12-24T15:50:02.181140000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,143,2023-12-24T15:50:02.181140000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,155,2023-12-22T22:50:02.534575000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,156,2023-12-22T22:50:02.534575000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,150,2023-12-22T22:50:02.534575000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,116,2023-12-22T22:50:02.534575000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,160,2023-12-22T22:50:02.534575000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,129,2023-12-22T22:50:02.534575000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,202,2023-12-21T09:40:01.911754000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,188,2023-12-21T09:40:01.911754000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,191,2023-12-21T09:40:01.911754000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,158,2023-12-21T09:40:01.911754000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,195,2023-12-21T09:40:01.911754000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,167,2023-12-21T09:40:01.911754000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,156,2023-12-20T22:10:02.704019000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,154,2023-12-20T22:10:02.704019000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,153,2023-12-20T22:10:02.704019000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,116,2023-12-20T22:10:02.704019000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,167,2023-12-20T22:10:02.704019000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,129,2023-12-20T22:10:02.704019000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,165,2023-12-24T14:15:01.928144000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,168,2023-12-24T14:15:01.928144000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,161,2023-12-24T14:15:01.928144000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,134,2023-12-24T14:15:01.928144000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,171,2023-12-24T14:15:01.928144000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,138,2023-12-24T14:15:01.928144000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,159,2023-12-24T08:57:00.811659000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,163,2023-12-24T08:57:00.811659000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,153,2023-12-24T08:57:00.811659000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,128,2023-12-24T08:57:00.811659000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,166,2023-12-24T08:57:00.811659000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,131,2023-12-24T08:57:00.811659000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,208,2023-12-21T07:47:16.654805000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,200,2023-12-21T07:47:16.654805000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,190,2023-12-21T07:47:16.654805000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,164,2023-12-21T07:47:16.654805000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,200,2023-12-21T07:47:16.654805000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,170,2023-12-21T07:47:16.654805000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,176,2023-12-25T08:15:02.435460000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,183,2023-12-25T08:15:02.435460000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,169,2023-12-25T08:15:02.435460000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,147,2023-12-25T08:15:02.435460000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,191,2023-12-25T08:15:02.435460000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,163,2023-12-25T08:15:02.435460000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,181,2023-12-23T11:30:02.016416000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,181,2023-12-23T11:30:02.016416000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,200,2023-12-23T11:30:02.016416000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,170,2023-12-23T11:30:02.016416000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,195,2023-12-23T11:30:02.016416000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,160,2023-12-23T11:30:02.016416000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,156,2023-12-24T07:50:01.936767000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,159,2023-12-24T07:50:01.936767000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,167,2023-12-24T07:50:01.936767000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,134,2023-12-24T07:50:01.936767000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,171,2023-12-24T07:50:01.936767000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,127,2023-12-24T07:50:01.936767000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,190,2023-12-25T15:20:03.289256000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,194,2023-12-25T15:20:03.289256000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,187,2023-12-25T15:20:03.289256000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,160,2023-12-25T15:20:03.289256000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,190,2023-12-25T15:20:03.289256000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,153,2023-12-25T15:20:03.289256000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,239,2023-12-25T07:25:02.294450000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,231,2023-12-25T07:25:02.294450000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,181,2023-12-25T07:25:02.294450000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,166,2023-12-25T07:25:02.294450000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,209,2023-12-25T07:25:02.294450000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,189,2023-12-25T07:25:02.294450000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,190,2023-12-23T16:55:01.833046000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,189,2023-12-23T16:55:01.833046000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,178,2023-12-23T16:55:01.833046000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,144,2023-12-23T16:55:01.833046000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,193,2023-12-23T16:55:01.833046000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,157,2023-12-23T16:55:01.833046000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,183,2023-12-22T17:10:02.467097000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,186,2023-12-22T17:10:02.467097000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,187,2023-12-22T17:10:02.467097000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,160,2023-12-22T17:10:02.467097000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,200,2023-12-22T17:10:02.467097000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,161,2023-12-22T17:10:02.467097000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,164,2023-12-24T11:45:13.958193000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,165,2023-12-24T11:45:13.958193000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,156,2023-12-24T11:45:13.958193000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,132,2023-12-24T11:45:13.958193000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,169,2023-12-24T11:45:13.958193000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,141,2023-12-24T11:45:13.958193000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,154,2023-12-20T22:30:01.965742000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,159,2023-12-20T22:30:01.965742000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,149,2023-12-20T22:30:01.965742000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,124,2023-12-20T22:30:01.965742000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,161,2023-12-20T22:30:01.965742000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,118,2023-12-20T22:30:01.965742000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,219,2023-12-21T11:50:01.776906000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,205,2023-12-21T11:50:01.776906000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,205,2023-12-21T11:50:01.776906000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,179,2023-12-21T11:50:01.776906000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,197,2023-12-21T11:50:01.776906000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,162,2023-12-21T11:50:01.776906000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,161,2023-12-21T21:33:36.306876000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,158,2023-12-21T21:33:36.306876000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,157,2023-12-21T21:33:36.306876000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,125,2023-12-21T21:33:36.306876000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,169,2023-12-21T21:33:36.306876000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,132,2023-12-21T21:33:36.306876000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,197,2023-12-22T17:30:25.080121000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,194,2023-12-22T17:30:25.080121000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,175,2023-12-22T17:30:25.080121000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,143,2023-12-22T17:30:25.080121000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,196,2023-12-22T17:30:25.080121000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,164,2023-12-22T17:30:25.080121000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,161,2023-12-21T22:30:02.082941000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,158,2023-12-21T22:30:02.082941000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,158,2023-12-21T22:30:02.082941000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,126,2023-12-21T22:30:02.082941000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,164,2023-12-21T22:30:02.082941000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,130,2023-12-21T22:30:02.082941000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,167,2023-12-20T19:50:02.049567000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,167,2023-12-20T19:50:02.049567000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,158,2023-12-20T19:50:02.049567000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,128,2023-12-20T19:50:02.049567000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,169,2023-12-20T19:50:02.049567000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,136,2023-12-20T19:50:02.049567000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,162,2023-12-21T05:00:02.595535000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,164,2023-12-21T05:00:02.595535000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,154,2023-12-21T05:00:02.595535000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,129,2023-12-21T05:00:02.595535000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,164,2023-12-21T05:00:02.595535000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,132,2023-12-21T05:00:02.595535000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,152,2023-12-24T21:50:02.011207000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,162,2023-12-24T21:50:02.011207000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,147,2023-12-24T21:50:02.011207000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,117,2023-12-24T21:50:02.011207000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,158,2023-12-24T21:50:02.011207000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,113,2023-12-24T21:50:02.011207000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,178,2023-12-23T09:20:01.670506000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,178,2023-12-23T09:20:01.670506000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,182,2023-12-23T09:20:01.670506000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,150,2023-12-23T09:20:01.670506000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,190,2023-12-23T09:20:01.670506000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,152,2023-12-23T09:20:01.670506000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,149,2023-12-24T05:55:01.372118000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,153,2023-12-24T05:55:01.372118000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,145,2023-12-24T05:55:01.372118000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,113,2023-12-24T05:55:01.372118000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,168,2023-12-24T05:55:01.372118000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,133,2023-12-24T05:55:01.372118000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,199,2023-12-22T10:10:05.862289000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,197,2023-12-22T10:10:05.862289000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,193,2023-12-22T10:10:05.862289000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,164,2023-12-22T10:10:05.862289000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,191,2023-12-22T10:10:05.862289000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,155,2023-12-22T10:10:05.862289000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,178,2023-12-23T14:10:02.559647000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,181,2023-12-23T14:10:02.559647000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,174,2023-12-23T14:10:02.559647000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,142,2023-12-23T14:10:02.559647000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,194,2023-12-23T14:10:02.559647000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,152,2023-12-23T14:10:02.559647000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,184,2023-12-25T11:43:46.137779000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,184,2023-12-25T11:43:46.137779000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,171,2023-12-25T11:43:46.137779000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,148,2023-12-25T11:43:46.137779000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,185,2023-12-25T11:43:46.137779000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,153,2023-12-25T11:43:46.137779000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,159,2023-12-24T09:05:11.693519000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,163,2023-12-24T09:05:11.693519000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,167,2023-12-24T09:05:11.693519000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,138,2023-12-24T09:05:11.693519000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,171,2023-12-24T09:05:11.693519000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,133,2023-12-24T09:05:11.693519000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,211,2023-12-20T11:46:08.886872000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,209,2023-12-20T11:46:08.886872000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,199,2023-12-20T11:46:08.886872000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,170,2023-12-20T11:46:08.886872000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,205,2023-12-20T11:46:08.886872000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,164,2023-12-20T11:46:08.886872000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,176,2023-12-25T11:32:20.926190000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,178,2023-12-25T11:32:20.926190000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,166,2023-12-25T11:32:20.926190000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,148,2023-12-25T11:32:20.926190000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,180,2023-12-25T11:32:20.926190000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,150,2023-12-25T11:32:20.926190000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,184,2023-12-23T15:55:02.316701000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,183,2023-12-23T15:55:02.316701000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,176,2023-12-23T15:55:02.316701000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,146,2023-12-23T15:55:02.316701000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,193,2023-12-23T15:55:02.316701000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,155,2023-12-23T15:55:02.316701000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,157,2023-12-24T19:50:13.545155000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,161,2023-12-24T19:50:13.545155000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,160,2023-12-24T19:50:13.545155000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,129,2023-12-24T19:50:13.545155000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,170,2023-12-24T19:50:13.545155000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,130,2023-12-24T19:50:13.545155000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,151,2023-12-24T05:50:02.154745000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,153,2023-12-24T05:50:02.154745000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,144,2023-12-24T05:50:02.154745000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,113,2023-12-24T05:50:02.154745000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,168,2023-12-24T05:50:02.154745000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,135,2023-12-24T05:50:02.154745000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,178,2023-12-23T15:35:01.927874000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,175,2023-12-23T15:35:01.927874000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,172,2023-12-23T15:35:01.927874000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,145,2023-12-23T15:35:01.927874000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,187,2023-12-23T15:35:01.927874000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,151,2023-12-23T15:35:01.927874000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,160,2023-12-23T20:21:26.549359000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,162,2023-12-23T20:21:26.549359000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,162,2023-12-23T20:21:26.549359000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,127,2023-12-23T20:21:26.549359000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,179,2023-12-23T20:21:26.549359000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,135,2023-12-23T20:21:26.549359000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,235,2023-12-20T12:30:01.447496000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,229,2023-12-20T12:30:01.447496000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,205,2023-12-20T12:30:01.447496000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,169,2023-12-20T12:30:01.447496000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,204,2023-12-20T12:30:01.447496000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,164,2023-12-20T12:30:01.447496000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,226,2023-12-20T16:30:01.621331000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,224,2023-12-20T16:30:01.621331000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,196,2023-12-20T16:30:01.621331000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,166,2023-12-20T16:30:01.621331000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,213,2023-12-20T16:30:01.621331000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,175,2023-12-20T16:30:01.621331000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,192,2023-12-23T12:05:01.467849000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,193,2023-12-23T12:05:01.467849000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,190,2023-12-23T12:05:01.467849000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,162,2023-12-23T12:05:01.467849000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,185,2023-12-23T12:05:01.467849000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,154,2023-12-23T12:05:01.467849000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,164,2023-12-23T20:47:44.464908000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,166,2023-12-23T20:47:44.464908000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,159,2023-12-23T20:47:44.464908000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,119,2023-12-23T20:47:44.464908000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,172,2023-12-23T20:47:44.464908000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,133,2023-12-23T20:47:44.464908000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,186,2023-12-25T16:50:02.302199000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,193,2023-12-25T16:50:02.302199000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,179,2023-12-25T16:50:02.302199000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,156,2023-12-25T16:50:02.302199000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,197,2023-12-25T16:50:02.302199000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,154,2023-12-25T16:50:02.302199000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,177,2023-12-23T11:20:02.732984000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,178,2023-12-23T11:20:02.732984000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,206,2023-12-23T11:20:02.732984000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,167,2023-12-23T11:20:02.732984000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,200,2023-12-23T11:20:02.732984000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,158,2023-12-23T11:20:02.732984000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,164,2023-12-24T12:10:02.016564000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,167,2023-12-24T12:10:02.016564000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,159,2023-12-24T12:10:02.016564000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,132,2023-12-24T12:10:02.016564000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,169,2023-12-24T12:10:02.016564000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,134,2023-12-24T12:10:02.016564000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,178,2023-12-25T09:30:02.676735000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,174,2023-12-25T09:30:02.676735000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,171,2023-12-25T09:30:02.676735000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,161,2023-12-25T09:30:02.676735000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,180,2023-12-25T09:30:02.676735000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,156,2023-12-25T09:30:02.676735000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,187,2023-12-23T17:01:49.244732000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,185,2023-12-23T17:01:49.244732000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,176,2023-12-23T17:01:49.244732000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,145,2023-12-23T17:01:49.244732000,Krankenhaus -> Krumpaul
Krumpaul,Höhle,2174,182,190,2023-12-23T17:01:49.244732000,Krumpaul -> Höhle
Krumpaul,Krankenhaus,1539,145,156,2023-12-23T17:01:49.244732000,Krumpaul -> Krankenhaus
Höhle,Krankenhaus,1905,182,195,2023-12-21T14:40:01.426318000,Höhle -> Krankenhaus
Höhle,Krumpaul,2154,180,191,2023-12-21T14:40:01.426318000,Höhle -> Krumpaul
Krankenhaus,Höhle,1902,174,188,2023-12-21T14:40:01.426318000,Krankenhaus -> Höhle
Krankenhaus,Krumpaul,1560,143,160,2023-12-21T14:40:01.426318000,Krankenhaus -> Krumpaul
